Text,QUALITY,PERFOMANCE,CUSTOMER#SERVICE,COST,RECOMMENDATIONS
quality r very poor...pic r সাথে কোন মিল নাই..,3,2,2,2,2
"পাঞ্জাবীর কোয়ালিটি খুবই বাজে ছিল, না",2,2,2,2,2
এভাবে কাউকে ঠকাবেন না দয়া করে।,2,2,3,2,2
খুবই পাতলা কাপড় & এক ধোয়াতেই নষ্ট হয়ে গিয়েছে????????,3,2,2,2,2
ফালতু প্রোডাক্ট ।,3,2,2,2,2
এসব লোভনীয় অফার দিয়ে কোনো কাস্টমার কে ঠকাবেন না,2,2,3,2,2
আম্মু গালি দিয়েছে প্রচুর এত খারাপ কাপড় দেখে।,3,2,2,2,2
গেঞ্জির পিছনে একটা ফুটো।এত বাজে হবে ভাবতেই পারিনি।,3,2,2,2,2
কোয়ালিটি খারাপ,3,2,2,2,2
কাপড় একেবারেই ভাল না।,3,2,2,2,2
একদিন ধোয়ার পর ফ্যাকাশে হয়ে গেছে।,3,2,2,2,2
দামের ক্ষেত্রে সন্তোষজনক কাপড়।,1,2,2,1,2
সিম্পলের মধ্যে গর্জিয়াস 😂😂😂 মোটা মুটি চলে।,1,2,2,2,2
খুব বাজে একটা প্রোডাক্ট।,3,2,2,2,2
ছেড়া ছিল গেঞ্জি,3,2,2,2,2
কাপড় টা খুব একটা ভালো না।,3,2,2,2,2
কোয়ালিটি খারাপ,3,2,2,2,2
ভুল পণ্য দেওয়া হয়েছে,2,2,3,2,2
দারাজের সেবা পেয়ে আমি সন্তুষ্ট নই ।,2,2,3,2,2
আর দারাজের পণ্যের সাইজের সমস্যা আছে ।,2,2,3,2,2
আমি আমার চারশ টাকা পুরোপুরি নষ্ট হয়ে গেছে এইটা কিনে।,2,2,3,3,2
কাপর একটু ভালো না।,3,2,2,2,2
যে পণ্য অডার করা হয়েছে তা আমি পাইনি। ।,2,2,3,2,2
overall ভালো ছিলো,1,2,2,2,2
এরাই মার্কেটপ্লেস টা নস্ট করতেছে,2,2,3,2,2
কিন্তু কাপড় আশানুতিত হয় নাই।,3,2,2,2,2
কাপড় টা আর একটু ভালো দেওয়া উচিত ছিল।,2,2,2,2,1
ফালতু একটা টি শার্ট।,3,2,2,2,2
"পুরাই ফালতু, অর্ডারের সাথে প্রোডাক্টের কোনো মিল নাই",2,2,3,2,2
ডেলিভারি খুব দ্রুত দিছে,2,2,1,2,2
লুল কোয়ালিটি,3,2,2,2,2
কোয়ালিটি ভালো না,3,2,2,2,2
কোয়ালিটি ভালো,1,2,2,2,2
যা ভাবসিলাম তার থেকে অনেক ভালো,1,2,2,2,2
পুরই লুল,2,2,2,2,2
কাপড় নিম্নমানের।,3,2,2,2,2
ওভারঅল ভালো,1,2,1,2,2
সুতি কাপড়ের ভালো মানের জামা।,1,2,2,2,2
এটা মোটেও ফিটিং না।প্রচন্ড ডোলা,3,2,2,2,2
কোন সমস্যা হয় নাই।,2,2,1,2,2
আর pic এ যেমন দেখায় বাস্তবে তত ভালো দেখায় না।,2,2,3,2,2
"অনেক ভাল লেগেছে, কোনো সমস্যা নেই।",1,2,2,2,2
কাপড়ের মান খুব একটা ভাল ছিল না।,3,2,2,2,2
কাপড় এবং প্রিন্ট কোয়ালিটি ভালো ❤,1,2,2,2,2
একেবারে বাজে ছিল,3,2,2,2,2
ছবিতে যতোটা সুন্দর আসলে তেমন না,2,2,3,2,2
প্রিন্ট কোয়ালিটি অত্যন্ত বাজে,3,2,2,2,2
দারাজের সেবা পেয়ে আমি সন্তুষ্ট নই ।,2,2,3,2,2
দেখতে যেমন আসলে তেমন না.....,2,2,3,2,2
"Online a দেখতে যেমন, বাস্তবে তার থেকে আলাদা।",2,2,3,2,2
যেই ডিজাইন দেওয়া আসে সেই ডিজাইন এর না,2,2,3,2,2
"অরিজিনাল প্রডাক্ট, আমি সেটিসফাইড..!!",1,2,2,2,2
সব মিলিয়ে ভালই।,1,2,1,2,2
কাপড় টা একটু পাতলা হলেও ভালোই গরম।,3,2,2,2,2
ভুল পণ্য দেওয়া হয়েছে ।,2,2,3,2,2
দেখতে সুন্দর ও আরামদায়ক।,1,2,2,2,2
দারাজের পণ্যের সাইজের সমস্যা আছে ।,2,2,3,2,2
কাপড়ের মান খুবই বাজে।,3,2,2,2,2
অরিজিনাল রঙ নেই।,3,2,2,2,2
এক কথায় ধরা খাইছি।,2,2,3,2,2
ফালতু প্রোডাক্ট,3,2,2,2,2
এটি ভাল না।,3,2,2,2,2
কালারের অনেক তারতম্য আছে,3,2,3,2,2
দোষ হবে দোষ 🤕,2,2,2,2,2
শুধু শুধু হয়রানী করেন।।,2,2,3,2,2
পুরাই ফাউল।,2,2,3,2,2
কাপড় খুবই ভালো,1,2,2,2,2
বাজে কাপড় এবং প্রিন্ট।,3,2,2,2,2
"কাপড়, সেলাই ২ টাই বাজে",3,2,2,2,2
আমার খুবই ভাল লেগেছে।,1,2,2,2,2
হাতে পাওয়ার পর দেখি কাপড়ের কোয়ালিটি ততটাই খারাপ।,3,2,2,2,2
আর সবথেকে ভাল লাগছে প্রিন্টিংটা.,1,2,2,2,2
প্রিন্টিংটা জাস্ট অসাম।,1,2,2,2,2
অভারল ভেরি গুড প্রোডাক্ট,1,2,2,2,2
"প্রোডাক্ট এর কোয়ালিটি ভাল,",1,2,2,2,2
কাপড় অনেল ভাল।...,1,2,2,2,2
"দাম হিসেবে খারাপ না,,,মোটামুটি ভালো",1,2,2,1,2
কাপড় একদমই ভালো নাহ,3,2,2,2,2
১০০ টাকার ডিল হিসেবে চমৎকার।,2,2,2,1,2
বেশ ভাল প্রোডাক্ট। তাছাড়া সব ভাল।,1,2,2,2,2
খুবই সফট।,1,2,2,2,2
নিন্ম মানের কাপড়,3,2,2,2,2
আমি এই ধরণের প্রোডাক্ট একদম আশা করিনি।,2,2,3,2,2
খুব খারাপ,3,2,2,2,2
"প্রোডাক্ট এর কোয়ালিটি খুবই বাজে,",3,2,2,2,2
কাপড়টা বেশি পছন্দ হইছে।,1,2,2,2,2
ফালতু একটা প্রোডাক্ট ওজতা টাকা করছ করলাম,3,2,2,2,2
ভালো ছিলো।,1,2,2,2,2
দামের তুলনায় যায়,2,2,2,1,2
ছবিতে যেমন দেখানো হয়েছে ঠিক তেমনই পেয়েছি 😊,2,2,1,2,2
"কাপড়ের মানটা আরেকটু উন্নত করলে ভালো হয়,",2,2,2,2,1
কাপড় তেমন ভালো না।,3,2,2,2,2
"খুবি নিম্নমানের, সাইজ এর কোন বাপ মা নাই।",3,2,2,2,2
কাপড় ও ভালো নাা,3,2,2,2,2
ছিঁড়া প্রোডাক্ট দেন।,3,2,3,2,2
লুল পুরাই ফালতু সার্ভিস ফালতু ওয়েবসাইট।,2,2,3,2,2
এর থেকে খারাপ প্রোডাক্ট আমি জীবনে দেখছি কিনা।।,3,2,2,2,2
"ছবিতে যেমন দেখা যায়,প্রিন্টটা সেরকম নয়,পুরাই ভিন্ন ।",2,2,3,2,2
ফালতু প্রডাক্ট৷৷ গাজর৷ দেখাইয়া হাতে মুলা ধরাই দিছে,3,2,3,2,2
এটার স্টিকারটা খুবি বাজে কোয়ালিটির। স্টিকারটার জন্যই গেঞ্জিটা আর ভালো লাগে না,3,2,2,2,2
"কাপড় খুব পাতলা,কালার প্রিন্ট করা, এই দামে এভারেজ।",3,2,2,3,2
ফেরত দিতে বাধ্য হলাম,2,2,2,2,2
টাকা অনুপাত এ ভালো,2,2,2,1,2
"প্রোডাক্ট কোয়ালিটি এত বাজে, আগে বুঝলে অর্ডারি করতাম না।",3,2,2,2,2
টাকা অনুপাত এ ভালো,2,2,2,1,2
কাপর এবং সেলাই এর মান এতো খারাপ,3,2,2,2,2
অনলাইন থেকে কাপড় কিনে ভালো এক্সপেরিয়েন্স হইলো,1,2,2,2,2
"ভাইয়া,টি শাট টি হাতে পেয়ে মনটা ই নস্ট হয়ে গেলো,ডিজাইন টিক ই ছিলো",2,2,3,2,2
দাম অনু্যায়ী অনেক ভাল গেঞ্জি।,1,2,2,1,2
মানুষের সাথে এরকম প্রতারণা কইরেন না,2,2,3,2,2
ছ‌বি‌তে দেখা‌নো শা‌র্টের রং ও ফ্যা‌ব্রি‌কের সা‌থে পাঠা‌নো শা‌র্টের কোন মিল নেই।,2,2,3,2,2
ভালোই তো শুরু করেছেন ছবি সাথে কোনো মিল নাই!!!!,2,2,3,2,2
কোনো মিল নাই....,2,2,3,2,2
"এত বেশি খারাপ না , দাম অনুযায়ি ভাল",2,2,2,1,2
কালার পুরাই আলাদা...,3,2,2,2,2
পুরাই লস খাইলাম।,2,2,2,2,2
ছবি আর বাস্তবতা সম্পুর্ন ভিন্ন,2,2,3,2,2
"বানানো ভাল হয়নি,",3,2,2,2,2
মনেহয় গুলিস্তান থেকে নিয়ে আসছে।,3,2,2,2,2
শার্ট ইজ ওকে,1,2,2,2,2
খুবই বাজে শার্ট। 😡😡😡,3,2,2,2,2
দাম অনুযায়ী কাপড় ভালই।,1,2,2,1,2
কাপড়ের মান বেশী ভালো মনে হয়নি।,3,2,2,2,2
আমার পুরা টাকাই লস হয়েছে এই শাট টি কিনে,2,2,2,3,2
কাপড়ের মান খুব বেশি ভালো না,3,2,2,2,2
"ডিসপ্লের সাথে শার্টের কালার, কাপড়ের বিবরণ কোনটার ই কোন মিল নেই…",2,2,3,2,2
একদম বাজে,3,2,2,2,2
এটা আমার চাহিদা অনুজায়ে পণ্যটি পায়নি।,2,2,2,2,2
"কাজের ফিনিশিং কোনটাই ভাল না,,,,",3,2,2,2,2
